center,left,right,steering,,,
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_54_282.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_54_282.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_54_282.jpg,0,0,0,20.04611
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_54_351.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_54_351.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_54_351.jpg,0,0,0,20.13936
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_54_453.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_54_453.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_54_453.jpg,0.25,0,0,20.11494
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_54_549.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_54_549.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_54_549.jpg,0.5000001,0,0,19.98384
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_54_648.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_54_648.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_54_648.jpg,0.7500002,0,0,19.80564
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_54_749.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_54_749.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_54_749.jpg,0,0,0,19.84211
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_54_847.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_54_847.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_54_847.jpg,0,0,0,19.88315
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_54_966.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_54_966.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_54_966.jpg,0,0,0,20.26492
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_041.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_041.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_041.jpg,0.25,0,0,20.14219
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_111.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_111.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_111.jpg,0.45,0,0,20.28953
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_212.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_212.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_212.jpg,0.7,0,0,20.34596
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_312.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_312.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_312.jpg,0.9500002,0,0,20.48221
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_380.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_380.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_380.jpg,1,0,0,20.40212
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_481.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_481.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_481.jpg,0,0,0,20.60986
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_581.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_581.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_581.jpg,0.1,0,0,20.70429
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_677.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_677.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_677.jpg,0.35,0,0,21.04373
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_747.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_747.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_747.jpg,0.5000001,0,0,21.12839
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_843.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_843.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_843.jpg,0,0,0,21.36764
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_912.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_912.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_912.jpg,0.1,0,0,21.60547
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_55_979.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_55_979.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_55_979.jpg,0.25,0,0,21.72159
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_081.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_081.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_081.jpg,0,0,0,21.95987
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_181.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_181.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_181.jpg,0.1,0,0,22.20852
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_281.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_281.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_281.jpg,0.35,0,0,22.3395
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_380.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_380.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_380.jpg,0.6000001,0,0,22.49454
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_450.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_450.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_450.jpg,0.8000001,0,0,22.37054
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_519.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_519.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_519.jpg,0.9500002,0,0,22.02501
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_619.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_619.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_619.jpg,0,0,0,22.29618
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_716.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_716.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_716.jpg,0.15,0,0,22.1618
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_801.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_801.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_801.jpg,0.3,0,0,22.34556
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_890.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_890.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_890.jpg,0.6000001,0,0,22.13644
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_56_986.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_56_986.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_56_986.jpg,0.8000001,0,0,21.74111
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_055.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_055.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_055.jpg,1,0,0,21.45032
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_122.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_122.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_122.jpg,0,0,0,21.45501
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_189.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_189.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_189.jpg,0,0,0,21.33467
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_294.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_294.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_294.jpg,0.25,0,0,21.15471
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_390.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_390.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_390.jpg,0.5000001,0,0,21.19386
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_487.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_487.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_487.jpg,0.7,0,0,21.08833
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_554.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_554.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_554.jpg,0.9000002,0,0,20.9273
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_623.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_623.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_623.jpg,0,0,0,20.95173
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_723.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_723.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_723.jpg,0,0,0,20.89671
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_842.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_842.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_842.jpg,0.25,0,0,21.36513
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_907.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_907.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_907.jpg,0.45,0,0,21.55049
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_57_958.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_57_958.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_57_958.jpg,0.6000001,0,0,21.29756
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_057.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_057.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_057.jpg,0,0,0,21.71635
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_174.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_174.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_174.jpg,0.15,0,0,21.69102
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_225.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_225.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_225.jpg,0.3,0,0,22.10461
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_321.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_321.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_321.jpg,0,0,0,22.13485
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_390.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_390.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_390.jpg,0,0,0,22.39607
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_458.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_458.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_458.jpg,0,0,0,22.61991
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_525.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_525.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_525.jpg,0,0,0,22.76591
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_628.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_628.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_628.jpg,0,0,0,23.15754
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_725.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_725.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_725.jpg,0.05,0,0,23.39318
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_825.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_825.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_825.jpg,0.3,0,0,23.70461
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_58_924.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_58_924.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_58_924.jpg,0,0,0,24.05575
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_009.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_009.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_009.jpg,0,0,0,24.40678
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_107.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_107.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_107.jpg,0,0,0,24.58196
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_173.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_173.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_173.jpg,0,0,0,24.20164
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_276.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_276.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_276.jpg,0,0,0,24.17078
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_330.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_330.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_330.jpg,0,0,0,23.54228
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_444.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_444.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_444.jpg,0,0,0,23.28582
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_514.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_514.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_514.jpg,0,0,0,23.3418
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_595.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_595.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_595.jpg,0,0,0,23.36176
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_664.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_664.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_664.jpg,0,0,0,23.24746
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_761.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_761.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_761.jpg,0,0,0,23.21696
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_860.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_860.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_860.jpg,0,0,0,23.1924
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_59_975.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_59_975.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_59_975.jpg,0,0,0,23.24043
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_39_00_057.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_39_00_057.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_39_00_057.jpg,0,0,0,23.47422
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_39_00_125.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_39_00_125.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_39_00_125.jpg,0,0,0,23.6887
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_39_00_224.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_39_00_224.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_39_00_224.jpg,0,0,0,23.81374
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_39_00_324.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_39_00_324.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_39_00_324.jpg,0,0,0,24.10977
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_39_00_421.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_39_00_421.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_39_00_421.jpg,0,0,0,24.28461
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_39_00_507.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_39_00_507.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_39_00_507.jpg,0,0,0,24.42249
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_39_00_559.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_39_00_559.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_39_00_559.jpg,0,0,0,24.73291
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_39_00_655.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_39_00_655.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_39_00_655.jpg,0,0,0,24.99509
